pillar,question,choice,ta_check,description
Reliability,REL 9 How do you back up data?,P0 Secure and encrypt backups,Auto Scaling Group Health Check,"Description: Examines the health check configuration for Auto Scaling groups. If Elastic Load Balancing is being used for an Auto Scaling group, the recommended configuration is to enable an Elastic Load Balancing health check. If an Elastic Load Balancing health check is not used, Auto Scaling can only act upon the health of the Amazon Elastic Compute Cloud (Amazon EC2) instance and not on the application that is running on the instance.				Alert Criteria		Yellow: An Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled.		Yellow: An Auto Scaling group does not have an associated load balancer, but the Elastic Load Balancing health check is enabled.				Recommended Action		If the Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled, see Add an Elastic Load Balancing Health Check to your Auto Scaling Group.		If the Elastic Load Balancing health check is enabled, but no load balancer is associated with the Auto Scaling group, see Set Up an Auto-Scaled and Load-Balanced Application.				Additional Resources		Auto Scaling Developer Guide"
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,Amazon RDS Backups,"Description: Checks for automated backups of Amazon RDS DB instances. By default, backups are enabled with a retention period of 1 day. Backups reduce the risk of unexpected data loss and allow for point-in-time recovery.				Alert Criteria		Red: A DB instance has the backup retention period set to 0 days.				Recommended Action		Set the retention period for the automated DB instance backup to 1 to 35 days as appropriate to the requirements of your application. See Working With Automated Backups.				Additional Resources		Getting Started with Amazon RDS"
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,Amazon S3 Bucket Versioning,"Description: Checks for Amazon Simple Storage Service buckets that do not have versioning enabled, or have versioning suspended. When versioning is enabled, you can easily recover from both unintended user actions and application failures. Versioning allows you to preserve, retrieve, and restore any version of any object stored in a bucket. You can use lifecycle rules to manage all versions of your objects as well as their associated costs by automatically archiving objects to the Glacier storage class or removing them after a specified time period. You can also choose to require multi-factor authentication (MFA) for any object deletions or configuration changes to your buckets. 				Versioning cannot be disabled after it has been enabled, but it can be suspended, which prevents new versions of objects from being created. Using versioning can increase your costs for Amazon S3, because you pay for storage of multiple versions of an object.				Alert Criteria		Green: Versioning is enabled for the bucket.		Yellow: Versioning is not enabled for the bucket.		Yellow: Versioning is suspended for the bucket.				Recommended Action		Enable bucket versioning on most buckets to prevent accidental deletion or overwriting. See Using Versioning and Enabling Versioning Programmatically. 				If bucket versioning is suspended, consider reenabling versioning. For information on working with objects in a versioning-suspended bucket, see Managing Objects in a Versioning-Suspended Bucket.				When versioning is enabled or suspended, you can define lifecycle configuration rules to mark certain object versions as expired or to permanently remove unneeded object versions. For more information, see Object Lifecycle Management. 				MFA Delete requires additional authentication when the versioning status of the bucket is changed or when versions of an object are deleted. It requires the user to enter credentials and a code from an approved authentication device. For more information, see MFA Delete.				Additional Resources		Working with Buckets"
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,Amazon EBS Snapshots,"Description: Checks the age of the snapshots for your Amazon Elastic Block Store (Amazon EBS) volumes (available or in-use). Failures can result even if Amazon EBS volumes are replicated. Snapshots are persisted to Amazon Simple Storage Service (Amazon S3) for durable storage and point-in-time recovery.				Alert Criteria		Yellow: The most recent volume snapshot is between 7 and 30 days old.		Red: The most recent volume snapshot is more than 30 days old.		Red: The volume does not have a snapshot.				Recommended Action		Create weekly or monthly snapshots of your volumes. For more information, see Creating an Amazon EBS Snapshot.		To automate the creation of EBS snapshots, you can consider using AWS Backup or Amazon Data Lifecycle Manager.				Additional Resources		Amazon Elastic Block Store (Amazon EBS)		Amazon EBS Snapshots		AWS Backup		Amazon Data Lifecycle Manager"
Reliability,REL 9 How do you back up data?,P1 Perform periodic recovery of the data to verify backup integrity and processes,Amazon RDS Backups,"Description: Checks for automated backups of Amazon RDS DB instances. By default, backups are enabled with a retention period of 1 day. Backups reduce the risk of unexpected data loss and allow for point-in-time recovery.				Alert Criteria		Red: A DB instance has the backup retention period set to 0 days.				Recommended Action		Set the retention period for the automated DB instance backup to 1 to 35 days as appropriate to the requirements of your application. See Working With Automated Backups.				Additional Resources		Getting Started with Amazon RDS"
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,ELB Cross-Zone Load Balancing,
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,Amazon EC2 Availability Zone Balance,"Description: Checks the distribution of Amazon Elastic Compute Cloud (Amazon EC2) instances across Availability Zones in a region. Availability Zones are distinct locations that are designed to be insulated from failures in other Availability Zones and to provide inexpensive, low-latency network connectivity to other Availability Zones in the same region. By launching instances in multiple Availability Zones in the same region, you can help protect your applications from a single point of failure.				Alert Criteria		Yellow: The region has instances in multiple zones, but the distribution is uneven (the difference between the highest and lowest instance counts in utilized Availability Zones is greater than 20%).		Red: The region has instances only in a single Availability Zone.				Recommended Action		Balance your Amazon EC2 instances evenly across multiple Availability Zones. You can do this by launching instances manually or by using Auto Scaling to do it automatically. For more information, see Launch Your Instance and Load Balance Your Auto Scaling Group.				Additional Resources		Auto Scaling Getting Started Guide		Auto Scaling Developer Guide"
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,Amazon RDS Multi-AZ,"Description: Checks for DB instances that are deployed in a single Availability Zone. Multi-AZ deployments enhance database availability by synchronously replicating to a standby instance in a different Availability Zone. During planned database maintenance or the failure of a DB instance or Availability Zone, Amazon RDS automatically fails over to the standby so that database operations can resume quickly without administrative intervention. Because Multi-AZ deployments for the SQL Server engine use a different mechanism for synchronization, this check does not examine SQL Server instances.				Alert Criteria		Yellow: A DB instance is deployed in a single Availability Zone.				Recommended Action		If your application requires high availability, modify your DB instance to enable Multi-AZ deployment. See High Availability (Multi-AZ).				Additional Resources		Regions and Availability Zones"
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,VPN Tunnel Redundancy,"Description: Checks the number of tunnels that are active for each of your VPNs. A VPN should have two tunnels configured at all times to provide redundancy in case of outage or planned maintenance of the devices at the AWS endpoint. For some hardware, only one tunnel is active at a time (see the Amazon Virtual Private Cloud Network Administrator Guide). If a VPN has no active tunnels, charges for the VPN might still apply.				Alert Criteria		Yellow: A VPN has one active tunnel (this is normal for some hardware).		Yellow: A VPN has no active tunnels.				Recommended Action		Be sure that two tunnels are configured for your VPN connection, and that both are active if your hardware supports it. If you no longer need a VPN connection, you can delete it to avoid charges. For more information, see Your Customer Gateway or Deleting a VPN connection.				Additional Resources		Amazon Virtual Private Cloud Network Administrator Guide		Adding a Hardware Virtual Private Gateway to Your VPC"
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,AWS Lambda VPC-enabled Functions without Multi-AZ Redundancy,"Description: Checks the $LATEST version of VPC-enabled Lambda functions that are vulnerable to service interruption in a single Availability Zone. It's a best practice that VPC-enabled functions are connected to multiple Availability Zones for high availability.		Alert CriteriaYellow: The $LATEST version of a VPC-enabled Lambda function is connected to subnets in a single Availability Zone.Recommended ActionWhen you configure functions for access to your VPC, choose subnets in multiple Availability Zones for high availability.		Additional ResourcesConfiguring a Lambda function to access resources in a VPC				Resilience in AWS Lambda		"
Reliability,REL 11 How do you design your workload to withstand component failures?,P1 Monitor all components of the workload to detect failures,Amazon Route 53 Deleted Health Checks,"Description: Checks for resource record sets that are associated with health checks that have been deleted. Amazon Route 53 does not prevent you from deleting a health check that is associated with one or more resource record sets. If you delete a health check without updating the associated resource record sets, the routing of DNS queries for your DNS failover configuration will not work as intended. Hosted zones created by AWS services won’t appear in your check results.				Alert Criteria		Yellow: A resource record set is associated with a health check that has been deleted.				Recommended Action		Create a new health check and associate it with the resource record set; see Creating, Updating, and Deleting Health Checks and Adding Health Checks to Resource Record Sets.				Additional Information		Amazon Route 53 Health Checks and DNS Failover		How Health Checks Work in Simple Amazon Route 53 Configurations"
Reliability,REL 11 How do you design your workload to withstand component failures?,P1 Monitor all components of the workload to detect failures,Amazon S3 Bucket Logging,"Description: Checks the logging configuration of Amazon Simple Storage Service (Amazon S3) buckets. When server access logging is enabled, detailed access logs are delivered hourly to a bucket that you choose. An access log record contains details about each request, such as the request type, the resources specified in the request, and the time and date the request was processed. By default, bucket logging is not enabled; you should enable logging if you want to perform security audits or learn more about users and usage patterns.				When logging is initially enabled, the configuration is automatically validated; however, future modifications can result in logging failures. This check examines explicit Amazon S3 bucket permissions, but it does not examine associated bucket policies that might override the bucket permissions.				Alert Criteria		Yellow: The bucket does not have server access logging enabled.		Yellow: The target bucket permissions do not include the root account, so Trusted Advisor cannot check it.		Red: The target bucket does not exist.		Red: The target bucket and the source bucket have different owners.		Red: The log deliverer does not have write permissions for the target bucket.				Recommended Action		Enable bucket logging for most buckets. See Enabling Logging Using the Console and Enabling Logging Programmatically. 		If the target bucket permissions do not include the root account and you want Trusted Advisor to check the logging status, add the root account as a grantee. See Editing Bucket Permissions.		If the target bucket does not exist, select an existing bucket as a target or create a new one and select it. See Managing Bucket Logging.		If the target and source have different owners, change the target bucket to one that has the same owner as the source bucket. See Managing Bucket Logging.		If the log deliverer does not have write permissions for the target (Write not enabled), grant Upload/Delete permissions to the Log Delivery group. See Editing Bucket Permissions.				Additional Resources		Working with Buckets		Server Access Logging		Server Access Log Format		Deleting Log Files"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon RDS Idle DB Instances,"Description: Checks the configuration of your Amazon Relational Database Service (Amazon RDS) for any DB instances that appear to be idle. If a DB instance has not had a connection for a prolonged period of time, you can delete the instance to reduce costs. If persistent storage is needed for data on the instance, you can use lower-cost options such as taking and retaining a DB snapshot. Manually created DB snapshots are retained until you delete them.		 		 Alert Criteria		 Yellow: An active DB instance has not had a connection in the last 7 days.		 		 Recommended Action		 Consider taking a snapshot of the idle DB instance and then either stopping it or deleting it. Stopping the DB instance removes some of the costs for it, but does not remove storage costs. A stopped instance keeps all automated backups based upon the configured retention period. Stopping a DB instance usually incurs additional costs when compared to deleting the instance and then retaining only the final snapshot. See Stopping an Amazon RDS DB Instance Temporarily and Deleting a DB Instance with a Final Snapshot.		 		 Additional Resources		 Back Up and Restore"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Low Utilization Amazon EC2 Instances,"Description: Checks the Amazon Elastic Compute Cloud (Amazon EC2) instances that were running at any time during the last 14 days and alerts you if the daily CPU utilization was 10% or less and network I/O was 5 MB or less on 4 or more days. Running instances generate hourly usage charges. Although some scenarios can result in low utilization by design, you can often lower your costs by managing the number and size of your instances.				Estimated monthly savings are calculated by using the current usage rate for On-Demand Instances and the estimated number of days the instance might be underutilized. Actual savings will vary if you are using Reserved Instances or Spot Instances, or if the instance is not running for a full day. To get daily utilization data, download the report for this check. 				Alert Criteria		Yellow: An instance had 10% or less daily average CPU utilization and 5 MB or less network I/O on at least 4 of the previous 14 days.				Recommended Action		Consider stopping or terminating instances that have low utilization, or scale the number of instances by using Auto Scaling. For more information, see Stop and Start Your Instance, Terminate Your Instance, and What is Auto Scaling?				Additional Resources		Monitoring Amazon EC2		Instance Metadata and User Data		Amazon CloudWatch Developer Guide		Auto Scaling Developer Guide"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Underutilized Amazon EBS Volumes,"Description: Checks Amazon Elastic Block Store (Amazon EBS) volume configurations and warns when volumes appear to be underused. Charges begin when a volume is created. If a volume remains unattached or has very low write activity (excluding boot volumes) for a period of time, the volume is probably not being used.				Alert Criteria		Yellow: A volume is unattached or had less than 1 IOPS per day for the past 7 days.				Recommended Action		Consider creating a snapshot and deleting the volume to reduce costs. For more information, see Creating an Amazon EBS Snapshot and Deleting an Amazon EBS Volume.				Additional Resources		Amazon Elastic Block Store (Amazon EBS)		Monitoring the Status of Your Volumes"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Idle Load Balancers,"Description: Checks your Elastic Load Balancing configuration for load balancers that are not actively used. Any load balancer that is configured accrues charges. If a load balancer has no associated back-end instances or if network traffic is severely limited, the load balancer is not being used effectively.				Alert Criteria		Yellow: A load balancer has no active back-end instances.		Yellow: A load balancer has no healthy back-end instances.		Yellow: A load balancer has had less than 100 requests per day for the last 7 days.				Recommended Action		If your load balancer has no active back-end instances, consider registering instances or deleting your load balancer. See Registering Your Amazon EC2 Instances with Your Load Balancer or Delete Your Load Balancer.		If your load balancer has no healthy back-end instances, see Troubleshooting Elastic Load Balancing: Health Check Configuration.		If your load balancer has had a low request count, consider deleting your load balancer. See Delete Your Load Balancer.				Additional Resources		Managing Load Balancers		Troubleshoot Elastic Load Balancing"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Unassociated Elastic IP Addresses,"Description: Checks for Elastic IP addresses (EIPs) that are not associated with a running Amazon Elastic Compute Cloud (Amazon EC2) instance. EIPs are static IP addresses designed for dynamic cloud computing. Unlike traditional static IP addresses, EIPs can mask the failure of an instance or Availability Zone by remapping a public IP address to another instance in your account. A nominal charge is imposed for an EIP that is not associated with a running instance.				Alert Criteria		Yellow: An allocated Elastic IP address (EIP) is not associated with a running Amazon EC2 instance.				Recommended Action		Associate the EIP with a running active instance, or release the unassociated EIP. For more information, see Associating an Elastic IP Address with a Different Running Instance and Releasing an Elastic IP Address.				Additional Resources		Elastic IP Addresses"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Underutilized Amazon Redshift Clusters,"Description: Checks your Amazon Redshift configuration for clusters that appear to be underutilized. If an Amazon Redshift cluster has not had a connection for a prolonged period of time or is using a low amount of CPU, you can use lower-cost options such as downsizing the cluster or shutting down the cluster and taking a final snapshot. Final snapshots are retained even after you delete your cluster.				Alert Criteria		Yellow: A running cluster has not had a connection in the last 7 days.		Yellow: A running cluster had less than 5% cluster-wide average CPU utilization for 99% of the last 7 days.				Recommended Action		Consider shutting down the cluster and taking a final snapshot, or downsizing the cluster. See Shutting Down and Deleting Clusters and Resizing a Cluster.				Additional Resources		Amazon CloudWatch Developer Guide"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,AWS Lambda Functions with High Error Rates,"Description: Checks for Lambda functions with high error rates that may result in high cost. Lambda charges based on the number of requests and aggregate execution time for your function. Function errors may cause retries that incur additional charges.		Note: Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.				Alert Criteria		Yellow: Functions where > 10% of invocations end in error on any given day within the last 7 days.				Recommended Action		Consider the following guidelines to reduce errors. Function errors include errors returned by the function's code and errors returned by the function's runtime. To help you troubleshoot Lambda errors, Lambda integrates with services like Amazon CloudWatch and AWS X-Ray. You can use a combination of logs, metrics, alarms, and X-ray tracing to quickly detect and identify issues in your function code, API, or other resources that support your application. For more information, see Monitoring and troubleshooting Lambda applications. For more information on handling errors with specific runtimes, see Error handling and automatic retries in AWS Lambda. For additional troubleshooting, see Troubleshooting issues in Lambda.You can also choose from an ecosystem of monitoring and observability tools provided by AWS Lambda partners. For additional information about Partners, see AWS Lambda Partners.				Additional Resources		Error Handling and Automatic  Retries in AWS Lambda		Monitoring and Troubleshooting Lambda applications		Lambda Function Retry Timeout SDK		Troubleshooting  issues in Lambda		API Invoke Errors		Error Processor Sample Application for AWS Lambda		"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,AWS Lambda Functions with Excessive Timeouts,"Description: Checks for Lambda functions with high timeout rates that may result in high cost. Lambda charges based on execution time for your function and number of requests for your function. Function timeouts result in function errors that may cause retries that incur additional request and execution time charges.		Note: Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.				Alert Criteria		Yellow: Functions where > 10% of invocations end in an error due to a timeout on any given day within the last 7 days.				Recommended Action		Inspect function logging and X-ray traces to determine the contributor to the high function duration. Implement logging in your code at relevant parts, such as before or after API calls or database connections. By default, AWS SDK clients timeouts may be longer than the configured function duration. Adjust API and SDK connection clients to retry or fail within the function timeout. If the expected duration is longer than the configured timeout, you can increase the timeout setting for the function. For more information, see Monitoring and troubleshooting Lambda applications.				Additional Resources		Monitoring and troubleshooting Lambda applications		Lambda Function Retry Timeout SDK		Using AWS Lambda with AWS X-Ray		Accessing Amazon CloudWatch logs for AWS Lambda		Error Processor Sample Application for AWS Lambda		"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon Comprehend Underutilized Endpoints,"Description: Checks the throughput configuration of your endpoints. This check alerts you when endpoints are not actively used for real-time inference requests. An endpoint that isn’t used for more than 15 consecutive days is considered underutilized. All endpoints accrue charges based on both the throughput set and the length of time that the endpoint is active.		Note: This check is automatically refreshed once a day.				Alert Criteria		Yellow: The endpoint is active, but hasn’t been used for real-time inference requests in the past 15 days.				Recommended Action		If the endpoint hasn’t been used in the past 15 days, we recommend that you define a scaling policy for the resource by using Application Autoscaling.		If the endpoint has a scaling policy defined and hasn’t been used in the past 30 days, consider deleting the endpoint and using asynchronous inference. For more information, see Deleting an endpoint with Amazon Comprehend."
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon EC2 instances over-provisioned for Microsoft SQL Server,"Description: Checks your Amazon Elastic Compute Cloud (Amazon EC2) instances that are running SQL Server in the past 24 hours. An SQL Server database has a compute capacity limit for each instance. An instance with SQL Server Standard edition can use up to 48 vCPUs. An instance with SQL Server Web can use up to 32 vCPUs. This check alerts you if an instance exceeds this vCPU limit.If your instance is over-provisioned, you pay full price without realizing an improvement in performance. You can manage the number and size of your instances to help lower costs. Estimated monthly savings are calculated by using the same instance family with the maximum number of vCPUs that an SQL Server instance can use and the On-Demand pricing. Actual savings will vary if you’re using Reserved Instances (RI) or if the instance isn’t running for a full day.				Alert Criteria		Red: An instance with SQL Server Standard edition has more than 48 vCPUs.		Red: An instance with SQL Server Web edition has more than 32 vCPUs.				Recommended Action		For SQL Server Standard edition, consider changing to an instance in the same instance family with 48 vCPUs. For SQL Server Web edition, consider changing to an instance in the same instance family with 32 vCPUs. If it is memory intensive, consider changing to memory optimized R5 instances. For more information, see Best Practices for Deploying Microsoft SQL Server on Amazon EC2.				Additional Resources		Microsoft SQL Server on AWS		You can use Launch Wizard to simplify your SQL Server deployment on EC2.		"
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon EC2 instances consolidation for Microsoft SQL Server,"Description: Checks your Amazon Elastic Compute Cloud (Amazon EC2) instances that are running SQL Server in the past 24 hours. This check alerts you if your instance has less than the minimum number of SQL Server licenses. From the Microsoft SQL Server Licensing Guide, you are paying 4 vCPU licenses even if an instance has only 1 or 2 vCPUs. You can consolidate smaller SQL Server instances to help lower costs.				Alert Criteria		Yellow: An instance with SQL Server has less than 4 vCPUs.				Recommended Action		Consider consolidating smaller SQL Server workloads into instances with at least 4 vCPUs.				Additional Resources		Microsoft SQL Server on AWS		Microsoft Licensing on AWS		Microsoft SQL Server Licensing Guide		"
